Region,Latin_Name,Species,Age,Sex,AIV,Province,Sampling_Site,Weather_Station_nearest,Day_sampling,Month_sampling,Year_sampling,Stratum_of_density_estimates,Population_Density,Pond_Density,Percent_MALL,Hunting_Zone,Percent_HY,Sampling_Latitude,Sampling_Longitude,Temperature
Eastern Canada,Anas rubripes,ABDU,AHY,F,0,NS,Eddy Road,8203702,11,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85686,-64.2337,18.15714286
Eastern Canada,Anas rubripes,ABDU,AHY,F,0,NS,Eddy Road,8203702,11,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85686,-64.2337,18.15714286
Eastern Canada,Anas rubripes,ABDU,AHY,F,0,NS,Eddy Road,8203702,11,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85686,-64.2337,18.15714286
Eastern Canada,Anas platyrhynchos,MALL,AHY,M,0,NB,Beausejour Marsh,8203702,11,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.85572,-64.26802,18.15714286
Eastern Canada,Anas carolinensis,AGWT,HY,F,0,NB,Beausejour Marsh,8203702,11,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.85572,-64.26802,18.15714286
Eastern Canada,Anas rubripes,ABDU,AHY,F,1,NB,Beausejour Marsh,8203702,11,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.85572,-64.26802,18.15714286
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Beausejour Marsh,8203702,11,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.85572,-64.26802,18.15714286
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Beausejour Marsh,8203702,11,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.85572,-64.26802,18.15714286
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Beausejour Marsh,8203702,11,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.85572,-64.26802,18.15714286
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Beausejour Marsh,8203702,11,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.85572,-64.26802,18.15714286
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,New Horton,8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70716,-64.69475,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,New Horton,8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70716,-64.69475,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,New Horton,8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70716,-64.69475,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,New Horton,8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70716,-64.69475,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,New Horton,8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70716,-64.69475,17.35
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,New Horton,8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70716,-64.69475,17.35
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,New Horton,8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70716,-64.69475,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,New Horton,8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70716,-64.69475,17.35
Eastern Canada,Anas platyrhynchos,MALL,AHY,F,0,NB,Germantown,8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.35
Eastern Canada,Anas discors,BWTE,HY,M,0,NB,Germantown,8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,1,NB,Germantown,8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.35
Eastern Canada,Anas rubripes,ABDU,AHY,M,0,NB,Germantown,8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Germantown,8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Germantown,8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.35
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Germantown,8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.35
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Germantown,8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.35
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas americana,AMWI,HY,F,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas americana,AMWI,HY,F,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas carolinensis,AGWT,AHY,M,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas platyrhynchos,MALL,AHY,F,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas platyrhynchos,MALL,AHY,F,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas platyrhynchos,MALL,AHY,M,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas platyrhynchos,MALL,AHY,M,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas americana,AMWI,AHY,M,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas americana,AMWI,HY,M,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas americana,AMWI,AHY,M,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas americana,AMWI,HY,F,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas americana,AMWI,HY,M,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas rubripes,ABDU,AHY,F,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas rubripes,ABDU,AHY,F,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas rubripes,ABDU,AHY,F,0,NS,East Amherst,8203702,12,8,2010,64,1.190462301,NA,3.835905917,NS,82.15859031,45.85838,-64.18305,17.98571429
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,AHY,M,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas platyrhynchos,MALL,HY,F,1,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas platyrhynchos,MALL,AHY,M,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas platyrhynchos,MALL,AHY,M,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,F,1,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,1,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,1,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,F,1,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,AHY,F,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,AHY,F,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,AHY,M,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,AHY,M,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,AHY,F,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,AHY,F,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Daley Creek (Mary's Point),8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.35
Eastern Canada,Anas platyrhynchos,MALL,AHY,M,0,NB,Calhoun,8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.71915,-64.75136,17.35
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Calhoun,8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.71915,-64.75136,17.35
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Calhoun,8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.71915,-64.75136,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Calhoun,8101746,12,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.71915,-64.75136,17.35
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,New Horton,8101746,13,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70716,-64.69475,17.39285714
Eastern Canada,Anas discors,BWTE,AHY,F,0,NB,Germantown,8101746,13,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.39285714
Eastern Canada,Anas discors,BWTE,AHY,M,0,NB,Germantown,8101746,13,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.39285714
Eastern Canada,Anas discors,BWTE,HY,F,0,NB,Germantown,8101746,13,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.39285714
Eastern Canada,Anas discors,BWTE,HY,F,0,NB,Germantown,8101746,13,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.39285714
Eastern Canada,Anas carolinensis,AGWT,HY,F,0,NB,Germantown,8101746,13,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.39285714
Eastern Canada,Anas carolinensis,AGWT,HY,M,0,NB,Germantown,8101746,13,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.39285714
Eastern Canada,Anas rubripes,ABDU,AHY,F,0,NB,Germantown,8101746,13,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.39285714
Eastern Canada,Anas rubripes,ABDU,AHY,M,0,NB,Germantown,8101746,13,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.39285714
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Germantown,8101746,13,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.39285714
Eastern Canada,Anas rubripes,ABDU,AHY,M,0,NB,Germantown,8101746,13,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.39285714
Eastern Canada,Anas platyrhynchos,MALL,AHY,M,0,NB,Daley Creek (Mary's Point),8101746,13,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.39285714
Eastern Canada,Anas rubripes,ABDU,AHY,F,1,NB,Daley Creek (Mary's Point),8101746,13,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.39285714
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Daley Creek (Mary's Point),8101746,13,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.39285714
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Daley Creek (Mary's Point),8101746,13,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.39285714
Eastern Canada,Anas rubripes,ABDU,AHY,M,0,NB,Calhoun,8101746,13,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.71915,-64.75136,17.39285714
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Calhoun,8101746,13,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.71915,-64.75136,17.39285714
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Calhoun,8101746,13,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.71915,-64.75136,17.39285714
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Calhoun,8101746,13,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.71915,-64.75136,17.39285714
Eastern Canada,Anas rubripes,ABDU,AHY,F,0,NB,New Horton,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70716,-64.69475,17.62857143
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,New Horton,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70716,-64.69475,17.62857143
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,New Horton,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70716,-64.69475,17.62857143
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,New Horton,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70716,-64.69475,17.62857143
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,New Horton,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70716,-64.69475,17.62857143
Eastern Canada,Anas discors,BWTE,HY,M,0,NB,Germantown,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.62857143
Eastern Canada,Anas carolinensis,AGWT,HY,M,0,NB,Germantown,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.62857143
Eastern Canada,Anas carolinensis,AGWT,HY,M,0,NB,Germantown,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.62857143
Eastern Canada,Anas carolinensis,AGWT,AHY,F,0,NB,Germantown,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.62857143
Eastern Canada,Anas carolinensis,AGWT,AHY,F,0,NB,Germantown,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.62857143
Eastern Canada,Anas rubripes,ABDU,AHY,M,0,NB,Germantown,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.62857143
Eastern Canada,Anas rubripes,ABDU,AHY,F,0,NB,Germantown,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.62857143
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Germantown,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.62857143
Eastern Canada,Anas rubripes,ABDU,AHY,F,0,NB,Germantown,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.62857143
Eastern Canada,Anas carolinensis,AGWT,HY,M,0,NB,Daley Creek (Mary's Point),8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.62857143
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Daley Creek (Mary's Point),8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.62857143
Eastern Canada,Anas rubripes,ABDU,AHY,M,0,NB,Daley Creek (Mary's Point),8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.62857143
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Daley Creek (Mary's Point),8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.62857143
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Daley Creek (Mary's Point),8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.62857143
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Daley Creek (Mary's Point),8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.62857143
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Daley Creek (Mary's Point),8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.73232,-64.68075,17.62857143
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,NB,Calhoun,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.71915,-64.75136,17.62857143
Eastern Canada,Anas carolinensis,AGWT,AHY,M,0,NB,Calhoun,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.71915,-64.75136,17.62857143
Eastern Canada,AnasÿplatyrhynchosÿxÿAnasÿrubripes,MBDH,HY,F,0,NB,Calhoun,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.71915,-64.75136,17.62857143
Eastern Canada,AnasÿplatyrhynchosÿxÿAnasÿrubripes,MBDH,HY,M,0,NB,Calhoun,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.71915,-64.75136,17.62857143
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Calhoun,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.71915,-64.75136,17.62857143
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Calhoun,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.71915,-64.75136,17.62857143
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Calhoun,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.71915,-64.75136,17.62857143
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Calhoun,8101746,14,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.71915,-64.75136,17.62857143
Eastern Canada,Anas rubripes,ABDU,AHY,F,0,NB,Two Rivers,8101746,15,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.67587,-64.70654,17.66428571
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Two Rivers,8101746,15,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.67587,-64.70654,17.66428571
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Two Rivers,8101746,15,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.67587,-64.70654,17.66428571
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Two Rivers,8101746,15,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.67587,-64.70654,17.66428571
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Two Rivers,8101746,15,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.67587,-64.70654,17.66428571
Eastern Canada,Anas platyrhynchos,MALL,AHY,M,0,NB,Germantown,8101746,15,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.66428571
Eastern Canada,Anas carolinensis,AGWT,AHY,F,0,NB,Germantown,8101746,15,8,2010,63,1.246741374,NA,6.317356621,NB,83.76068376,45.70518,-64.76981,17.66428571
